-0.19072875537248696,-0.007616427933868447
0.2833379772668853,0.012390885384641745
-0.08535180372459583,-0.006110956810032573
-0.040551679948328395,0.000818448391629112
0.0385602959009585,0.001065232904948086
0.009283022923326962,-0.0005223607775446787
-0.020383885077446477,-0.0002376791688457988
-0.00043583520589366483,0.0002485893250993315
0.010321797652658395,0.00004792347083280339
-0.001309297632270003,-0.00011269479477004424
-0.005205823147149176,-5.016450161365995e-6
0.0012097971688435996,0.00005133761955391041
0.0026746995434942583,-2.673198870689046e-6
-0.0008033339795696812,-0.000023964993290276405
-0.0014155070033434127,2.6753588799864646e-6
0.0004663207681060716,0.000011547923585988595
0.000773579362744387,-1.5918514150308777e-6
-0.0002471606679023244,-5.7461386823430274e-6
-0.00043480399857371004,7.60667844075832e-7
0.00011917306700556633,2.9393499994335997e-6
0.00024921031655485826,-2.871229788419071e-7
-0.000049710473916852136,-1.5336408030364873e-6
-0.00014406302927087941,5.6838204204473033e-8
0.000014702051468437869,8.080649242956329e-7
0.00008299031788786442,3.7619150762062456e-8
1.1744973666891626e-6,-4.250465914607078e-7
-0.00004703885991337922,-6.470892938173633e-8
-7.02007743591354e-6,2.203098671674731e-7
0.000025859531713435553,6.234542477529991e-8
8.00001597894591e-6,-1.1074716399280097e-7
-0.000013536056406944857,-4.9721050541120164e-8
-6.921829613862866e-6,5.2796752003522056e-8
6.553044116754159e-6,3.567726283483043e-8
5.22714346262581e-6,-2.2959571775615266e-8
-2.7652309106618236e-6,-2.37088373732905e-8
-3.590162410151494e-6,8.310620358181364e-9
8.471827067956372e-7,1.4735142748088525e-8
2.270804833684347e-6,-1.6815463195843093e-9
1.7978972434607883e-8,-8.559541178941983e-9
-1.31923835558016e-6,-8.866956651722885e-10
-3.2503024853305074e-7,4.600227245183857e-9
6.913987363797485e-7,1.5407347670047764e-9
3.6384012083019925e-7,-2.2305442133723016e-9
-3.1152273997238457e-7,-1.4031351316251907e-9
-2.9545676886703997e-7,9.169221937281135e-10
1.0349106206586626e-7,1.025589233922417e-9
2.0218538564110794e-7,-2.568658447307464e-10
-4.25622968435997e-9,-6.510267369057277e-10
-1.2038564642209337e-7,-2.8348032747617466e-11
-3.25289469756157e-8,3.6403128763634886e-10
6.147067333899121e-8,1.1786673466856505e-10
3.775901618664705e-8,-1.7510612829518482e-10
-2.481495043960133e-8,-1.1837142507915825e-10
-3.0094099860805114e-8,6.58232303156174e-11
5.2048067345914505e-9,8.789102123884886e-11
1.9532558463767928e-8,-1.1223922738190947e-11
3.2625941790635993e-9,-5.424678023152953e-11
-1.053887601437377e-8,-1.0522386858643235e-11
-5.465021209811925e-9,2.8083104205180752e-11
4.4270762195228596e-9,1.5168739923927105e-11
4.776394215631942e-9,-1.135547891227138e-11
-9.834681366504234e-10,-1.2588899441748582e-11
-3.1977439592392507e-9,2.3893207114611268e-12
-5.484846405444727e-10,8.155598289176839e-12
1.7154948971079697e-9,1.4095590953703923e-12
9.514319046985861e-10,-4.2783136693944024e-12
-6.783276840899736e-10,-2.331351191994545e-12
-8.219193196854694e-10,1.6782330166307323e-12
9.900338280754448e-11,1.9715752429310963e-12
5.308594774760549e-10,-2.689760528819501e-13
1.432725433540398e-10,-1.258506739340102e-12
-2.638916917349818e-10,-3.082690227829418e-13
-1.888394566791757e-10,6.260646013351855e-13
8.473872883274397e-11,4.1880893337482504e-13
1.4729087193783893e-10,-2.1012198177187054e-13
7.728107587257861e-12,-3.2827434080708097e-13
-8.572340944464871e-11,-3.44533209269494e-15
-3.9450143684730936e-11,1.933337366398314e-13
3.5628469559227575e-11,7.821392450748953e-14
3.852443094108434e-11,-8.333171074643596e-14
-5.540159528531151e-12,-8.015836905195471e-14
-2.5622995143815636e-11,1.7314020149269563e-14
-7.449063587592097e-12,5.452804987207726e-14
1.2356041605139213e-11,1.2343002972556039e-14
9.797778891845948e-12,-2.7624350789850906e-14
-3.269207021583437e-12,-1.8673545719325047e-14
-7.362509529925259e-12,8.44558501189539e-15
-1.2348446143821902e-12,1.496187741709763e-14
3.923020095827682e-12,1.0895362301922464e-15
2.494964387389704e-12,-8.290739924993775e-15
-1.2596416259841585e-12,-4.477227076337459e-15
-2.083856079321772e-12,3.334585444222417e-15
-2.0325486291733713e-13,3.920981267550707e-15
1.1595673710221048e-12,-6.000723568859755e-17
6.878581039022956e-13,-2.7584219795220757e-15
-3.326586636888949e-13,-9.48588957382463e-16
-5.888355011724793e-13,1.1952134566018557e-15
-1.7608927603550014e-13,1.4803634024626183e-15
2.1975259952239224e-13,-4.704419340270945e-16
1.7173398970287196e-13,-6.509259464525837e-16
